,Community Area,Hour,Covid Diff,Total Revenue,Tip per Trip
0,2,2,-168.9120229,296.4586941,0.495006531
1,3,2,-591.8054506,545.1473344,0.545326352
2,4,2,-321.6185445,244.2702461,0.609286204
3,5,2,-408.7284636,236.6313482,0.596932263
4,6,2,-2100.9061789999996,1381.437619,0.47767785700000004
5,7,2,-1649.9773368,939.0754112,0.402289529
6,8,2,-5893.64725,2560.034402,0.396080969
7,9,2,-40.27892907999998,75.65001902,0.623939096
8,10,2,-87.54604860000002,125.8269418,0.613324973
9,11,2,-74.2974897,120.9930622,0.605638354
10,12,2,-52.231271899999996,83.4211635,0.622221302
11,13,2,-64.32744139999998,103.6264053,0.601459183
12,14,2,-149.97588909999996,226.3571508,0.556078844
13,15,2,-149.32761740000004,240.89165219999998,0.555849619
14,16,2,-269.82274300000006,278.55136489999995,0.5530928070000001
15,17,2,-67.8606926,129.5152069,0.594658955
16,18,2,-31.096653840000016,86.14415686,0.604450735
17,19,2,-131.7691117,288.52998219999995,0.486067684
18,20,2,-60.1854972,122.06296329999999,0.57925917
19,21,2,-292.6946479,269.1489578,0.557740262
20,22,2,-1115.9643256999998,656.1407903,0.49931846
21,23,2,-112.67095109999997,355.6880634,0.44798849399999996
22,24,2,-1850.269579,1094.138556,0.40986039799999996
23,25,2,-14.825736199999938,702.2203031,0.30911307
24,26,2,-1.7572447999999952,190.75575080000002,0.5064119420000001
25,27,2,-44.74093350000001,217.38531119999996,0.49178869999999997
26,28,2,-2904.9557859999995,1437.28275,0.369781106
27,29,2,-47.38382519999999,359.7783736,0.40827801399999997
28,30,2,-122.85601469999997,248.91894,0.49959480799999995
29,31,2,-336.7325187,290.7105729,0.505713185
30,32,2,-3597.428583,1277.253719,0.47898455100000004
31,33,2,-808.1160978,354.5325522,0.526040445
32,34,2,-157.56808740000002,105.5319775,0.597624742
33,35,2,-128.16262419999998,237.3473067,0.49951566399999997
34,36,2,-29.752374709999984,94.51807789,0.589409736
35,37,2,-25.34501850000001,74.9073986,0.614508663
36,38,2,-89.55616469999998,254.4231475,0.482714882
37,39,2,-116.6067607,171.2156749,0.551026343
38,40,2,-26.87200390000001,168.20548119999998,0.5232147429999999
39,41,2,-485.27374029999993,347.7908815,0.51152872
40,42,2,-81.4114022,265.430518,0.48615728
41,43,2,-20.268139999999903,518.2979486,0.38288011299999997
42,44,2,-31.79471699999999,336.583167,0.429223421
43,45,2,-24.268573649999993,99.53013015,0.5842637079999999
44,46,2,-10.271329100000031,206.1303179,0.51693315
45,47,2,-19.24665924,71.13566217,0.6103329239999999
46,48,2,-30.35912260000002,104.1800927,0.586590384
47,49,2,-36.123247900000024,304.7785629,0.454356601
48,50,2,-20.730611300000007,104.1366352,0.5839794189999999
49,51,2,-23.04024340000001,119.655403,0.57048167
50,52,2,-26.587369449999997,72.24433054,0.619321519
51,53,2,-2.4343113999999844,197.4467467,0.515625876
52,54,2,-11.909118799999987,100.2941077,0.588341676
53,55,2,-22.479066499999988,73.06937489,0.621830663
54,56,2,-794.9100732,616.8688698,0.839623226
55,57,2,-52.22538119999999,96.9875083,0.594640858
56,58,2,-85.39847099999997,158.82192980000002,0.538775027
57,59,2,-57.514261800000014,104.57155209999999,0.584985372
58,60,2,-156.39692580000002,152.5018682,0.581636815
59,61,2,-72.70956449999997,214.27461180000003,0.503365199
60,62,2,-41.66686979000001,87.27750241,0.599143236
61,63,2,-54.733988099999976,135.82518100000001,0.5567531920000001
62,64,2,-45.07399703,93.04799267,0.615403179
63,65,2,-59.647898199999986,127.45915690000001,0.5746922179999999
64,66,2,-41.52879079999997,278.2035698,0.47585610100000003
65,67,2,-23.83582400000003,227.7384641,0.484803382
66,68,2,-16.336364800000013,258.1828371,0.465675956
67,69,2,-16.33441730000004,328.71484889999994,0.433685004
68,70,2,-59.7626037,155.8768534,0.553254634
69,71,2,-4.519710599999996,369.1315292,0.421308226
70,72,2,-45.127678180000004,98.10412602,0.59930884
71,73,2,-31.865990399999987,177.9651887,0.529562579
72,74,2,-32.55193949000001,76.86105371,0.6188520670000001
73,75,2,-27.68216860000001,139.2147362,0.566323001
74,76,2,-3352.063379,1761.17455,1.241114058
75,77,2,-401.5156819999999,413.75770730000005,0.5861328960000001
76,2,2,-93.87107959999994,232.4022171,0.524716494
77,3,2,-369.7660479000001,427.3561602,0.578056476
78,4,2,-205.25668479999996,191.4902409,0.645855156
79,5,2,-266.9624845999999,185.50189640000002,0.63275974
80,6,2,-1358.53798,1082.9473779999998,0.506347764
81,7,2,-1079.0280423,736.1673377000001,0.42643467799999996
82,8,2,-3920.0283039999995,2006.882182,0.419853485
83,9,2,-21.97410127,59.30415432,0.661387505
84,10,2,-50.9574289,98.6392399,0.65013633
85,11,2,-42.06917063,94.84982717,0.641988365
86,12,2,-29.710301849999993,65.39617065,0.65956661
87,13,2,-36.51750123000001,81.23562177,0.637558363
88,14,2,-86.40095310000001,177.44766719999998,0.589454326
89,15,2,-84.74264500000001,188.8416672,0.589211343
90,16,2,-166.1031471,218.36416359999998,0.586289069
91,17,2,-36.85047,101.5305735,0.6303499889999999
92,18,2,-14.667206919999998,67.53080089,0.640729466
93,19,2,-68.48671970000001,226.1866793,0.515241142
94,20,2,-32.08658229000001,95.68855241,0.614025919
95,21,2,-182.91747509999996,210.9933551,0.591215461
96,22,2,-728.0630642000001,514.3670178,0.529287221
97,23,2,-49.53463690000001,278.8337673,0.474876465
98,24,2,-1206.6108327000002,857.7256502999999,0.43445994600000004
99,25,2,47.76614390000003,550.4900297,0.32766583
100,26,2,14.567097699999977,149.5387395,0.53680645
101,27,2,-13.363380500000005,170.41439259999999,0.52130553
102,28,2,-1917.635115,1126.72593,0.391975122
103,29,2,-3.4227933000000235,282.0402753,0.43278258799999997
104,30,2,-65.51844690000004,195.1344814,0.529580155
105,31,2,-212.0067908000001,227.89610499999998,0.536065754
106,32,2,-2416.384808,1001.2747210000001,0.507732885
107,33,2,-537.2097532,277.9279299,0.5576130420000001
108,34,2,-101.73106955,82.72945285,0.633493781
109,35,2,-70.1973386,186.0631561,0.529496262
110,36,2,-13.031167729999993,74.09535053,0.624785715
111,37,2,-11.565382649999997,58.72199351,0.6513910629999999
112,38,2,-41.71590779999997,199.44938280000002,0.511687107
113,39,2,-67.57274629999998,134.2207304,0.584098577
114,40,2,-4.908659999999998,131.8609558,0.554617743
115,41,2,-311.4220377,272.6429467,0.542230333
116,42,2,-35.093909999999994,208.0783667,0.5153361160000001
117,43,2,28.717311199999983,406.3081798,0.40586032299999997
118,44,2,5.585679299999981,263.8569076,0.45498512399999996
119,45,2,-8.771335489999998,78.02443772,0.619330826
120,46,2,9.87121810000005,161.59129030000003,0.547959134
121,47,2,-7.602187640000004,55.765224399999994,0.646964699
122,48,2,-12.65631669999999,81.66967268,0.621797148
123,49,2,-0.0832482000000141,238.9243937,0.48162678200000003
124,50,2,-5.909327680000004,81.6356052,0.619029475
125,51,2,-6.243297380000001,93.80119892,0.6047216
126,52,2,-12.656965240000005,56.63434038,0.656492784
127,53,2,14.646576799999963,154.7839972,0.5465733970000001
128,54,2,-0.04279613999999299,78.62334096,0.623653551
129,55,2,-9.708284109999994,57.28111559,0.659152525
130,56,2,-506.2232748000001,483.5806669,0.890016852
131,57,2,-28.582556179999997,76.03120572,0.630330807
132,58,2,-46.71898450000003,124.50492879999999,0.571111945
133,59,2,-31.662472740000013,81.97654866,0.620095804
134,60,2,-97.01974030000001,119.5504567,0.616546269
135,61,2,-33.229940899999974,167.97582880000002,0.533576843
136,62,2,-21.984160239999994,68.419262,0.635103414
137,63,2,-27.124668299999996,106.47713780000001,0.590169147
138,64,2,-23.894977209999993,72.94290983,0.652339268
139,65,2,-31.262736309999994,99.91877869,0.609184862
140,66,2,-6.074137199999996,218.0915173,0.504416667
141,67,2,2.150763699999999,178.5305172,0.513900958
142,68,2,9.930182400000007,202.39670800000002,0.49362551600000004
143,69,2,15.773274399999991,257.68871409999997,0.459714489
144,70,2,-28.989496300000027,122.19620149999999,0.586460608
145,71,2,27.404074700000024,289.37247410000003,0.446594865
146,72,2,-23.513845280000012,76.90655342,0.635278957
147,73,2,-7.601628500000004,139.511862,0.561346572
148,74,2,-16.456375140000006,60.25351809,0.655995156
149,75,2,-7.87779239999999,109.13430430000001,0.60031333
150,76,2,-2204.278124,1380.633722,1.315604896
151,77,2,-247.2353026,324.3561765,0.6213122010000001
152,2,3,-55.6099466,190.77425209999998,0.542960177
153,3,3,-251.1362157000001,350.80797789999997,0.598154719
154,4,3,-142.41168290000005,157.19044319999998,0.6683106670000001
155,5,3,-189.40224469999995,152.274733,0.654759941
156,6,3,-954.7101046000002,888.9694714,0.523952792
157,7,3,-766.4339839,604.3047911,0.441261236
158,8,3,-2828.2780540000003,1647.408756,0.434451223
159,9,3,-12.695431529999993,48.68157381,0.684383055
160,10,3,-31.99648325999999,80.97094534,0.6727406909999999
161,11,3,-25.533633870000003,77.86029353,0.664309433
162,12,3,-18.136951429999996,53.68238608,0.68249885
163,13,3,-22.23621131,66.68466927,0.6597254060000001
164,14,3,-53.5812311,145.6631801,0.609948857
165,15,3,-51.58000379999996,155.01628290000002,0.609697425
166,16,3,-111.07851599999995,179.25069950000002,0.606673548
167,17,3,-21.15360401000001,83.34438229,0.652266407
168,18,3,-6.636892549999999,55.43466063,0.663006764
169,19,3,-36.84959709999998,185.6720436,0.533155381
170,20,3,-17.94018348,78.54878601,0.6353747710000001
171,21,3,-124.26030509999998,173.2001528,0.611771224
172,22,3,-515.9835381999999,422.23342080000003,0.547689823
173,23,3,-19.077345100000002,228.8889671,0.491387278
174,24,3,-854.7873169999998,704.0895370000001,0.44956553200000005
175,25,3,72.25579019999998,451.8860664,0.33905832799999996
176,26,3,20.829921,122.753309,0.555470485
177,27,3,1.1105318000000182,139.889708,0.539430619
178,28,3,-1374.0327592000003,924.9063937999999,0.40560356700000005
179,29,3,15.954634000000027,231.5211242,0.44782985399999997
180,30,3,-36.64926890000001,160.181926,0.547992942
181,31,3,-145.1159374,187.0752764,0.5547040360000001
182,32,3,-1758.9082172999997,821.9260487,0.525386072
183,33,3,-387.40313629999997,228.1453836,0.577000494
184,34,3,-71.38382727999998,67.91092482,0.655519504
185,35,3,-40.77880350000001,152.73545969999998,0.547906131
186,36,3,-4.969935640000003,60.82336587,0.646508671
187,37,3,-4.87358931,48.20368985,0.67403905
188,38,3,-18.391229100000004,163.7239408,0.529477777
189,39,3,-42.20460820000001,110.17906699999999,0.604406895
190,40,3,4.960853999999998,108.24197609999999,0.5739010529999999
191,41,3,-217.24768879999996,223.8070484,0.561082949
192,42,3,-12.823440600000026,170.8072982,0.533253657
193,43,3,48.39362589999996,333.5301189,0.419971538
194,44,3,21.562105599999995,216.5947676,0.47080434200000004
195,45,3,-1.4948668700000098,64.04867361,0.640864122
196,46,3,18.076093099999994,132.6470028,0.5670109320000001
197,47,3,-2.075152949999996,45.77653824,0.6694587879999999
198,48,3,-4.188985420000009,67.04097284,0.643416195
199,49,3,15.642345500000005,196.1281742,0.498372294
200,50,3,0.9037416099999973,67.01300753,0.6405522929999999
201,51,3,1.4512260899999916,76.99949593,0.6257469529999999
202,52,3,-5.835121920000006,46.48997787,0.679318152
203,53,3,21.2347259,127.0590345,0.565577016
204,54,3,5.1358283900000075,64.54030110000001,0.645337143
205,55,3,-3.5659206900000058,47.02090248,0.682070367
206,56,3,-350.4856345,396.9615316,0.920961536
207,57,3,-16.58626556,62.41247002,0.652246557
208,58,3,-27.095607499999986,102.2035632,0.590968736
209,59,3,-18.52124929,67.29288109,0.641655697
210,60,3,-65.40572869000002,98.13653781,0.63798275
211,61,3,-14.051929599999966,137.8879406,0.552128589
212,62,3,-12.10386442,56.16398027,0.657185101
213,63,3,-13.484044859999983,87.40491624,0.610688531
214,64,3,-13.249458710000006,59.87735075,0.675020223
215,65,3,-17.03999359000001,82.02129271,0.630365396
216,66,3,9.748938699999997,179.0268898,0.5219545529999999
217,67,3,13.359483300000022,146.5520696,0.5317685999999999
218,68,3,20.802881199999973,166.1433401,0.510788208
219,69,3,28.849780600000003,211.5314231,0.475698141
220,70,3,-13.859002699999976,100.3083759,0.606851051
221,71,3,39.71540849999997,237.53997709999996,0.462122365
222,72,3,-12.701106170000003,63.13102513,0.657366748
223,73,3,3.4301844999999958,114.5224493,0.580863834
224,74,3,-8.466334420000003,49.46088722,0.6788032209999999
225,75,3,1.2248331899999982,89.58613021,0.6211854139999999
226,76,3,-1573.800165,1133.334135,1.361346701
227,77,3,-165.37802440000007,266.2573867,0.642914387
228,2,4,-78.67655870000002,190.49096219999998,0.550964008
229,3,4,-307.31935539999995,350.2870461,0.606972179
230,4,4,-170.3495243,156.95702350000002,0.678162303
231,5,4,-221.2234782,152.0486128,0.664411824
232,6,4,-1126.5165414,887.6493975999999,0.531676433
233,7,4,-894.0845352999999,603.4074297000001,0.44776591299999996
234,8,4,-3244.5943150000003,1644.9624390000001,0.440855513
235,9,4,-18.443296500000002,48.60928419,0.694471616
236,10,4,-42.56289952999998,80.85070767,0.682657631
237,11,4,-35.21016249,77.74467501,0.674102086
238,12,4,-24.857852239999993,53.60267051,0.692559635
239,13,4,-30.55781169000001,66.58564598,0.669450485
240,14,4,-72.2218058,145.4468778,0.618940175
241,15,4,-70.91430060000002,154.7860917,0.618685037
242,16,4,-138.1916431,178.9845215,0.615616584
243,17,4,-30.940369320000002,83.22062018,0.661881532
244,18,4,-12.459010850000006,55.35234302,0.6727802140000001
245,19,4,-57.70204490000003,185.3963302,0.541014679
246,20,4,-26.979228080000013,78.43214512,0.644740895
247,21,4,-152.02387850000002,172.9429596,0.620789406
248,22,4,-603.3681231,421.6064259,0.555763374
249,23,4,-42.346854699999994,228.54907880000002,0.49863086799999995
250,24,4,-999.9833046000001,703.0440004,0.45619262299999996
251,25,4,36.48008089999996,451.21503889999997,0.34405642200000003
252,26,4,11.222710500000005,122.5710267,0.563658732
253,27,4,-11.930206400000003,139.681979,0.547382421
254,28,4,-1587.9907375000003,923.5329555,0.41158261100000004
255,29,4,-4.32274959999998,231.1773273,0.45443136
256,30,4,-55.08825150000001,159.9440641,0.5560709620000001
257,31,4,-176.11169260000003,186.7974792,0.562880984
258,32,4,-1998.7803161,820.7055309,0.533130841
259,33,4,-444.66213,227.8065995,0.585506117
260,34,4,-84.36535640000002,67.81008059999999,0.665182584
261,35,4,-58.90000950000001,152.5086554,0.555982871
262,36,4,-11.144208590000005,60.73304632,0.656038921
263,37,4,-9.853263069999997,48.13210986,0.683975129
264,38,4,-35.474670100000026,163.48081919999998,0.5372828629999999
265,39,4,-56.45924520000001,110.0154568,0.613316519
266,40,4,-4.750358700000007,108.0812423,0.582360987
267,41,4,-258.3646761,223.4747065,0.56935393
268,42,4,-30.057545800000014,170.5536581,0.541114404
269,43,4,21.53157650000003,333.0348439,0.42616238100000003
270,44,4,3.2056645000000117,216.27313560000002,0.47774451700000004
271,45,4,-7.650833659999996,63.95356464,0.650311166
272,46,4,7.284665600000011,132.4500289,0.575369299
273,47,4,-6.568008679999998,45.70856244,0.6793273479999999
274,48,4,-10.87522272999999,66.94142046,0.652900859
275,49,4,-1.338547699999964,195.836934,0.505718851
276,50,4,-5.308940100000001,66.91349668,0.64999474
277,51,4,-5.649116460000002,76.88515565,0.634971152
278,52,4,-10.742696350000003,46.42094265,0.68933205
279,53,4,11.260400599999983,126.87035829999999,0.573914244
280,54,4,-0.45318448999999816,64.44446209,0.654850123
281,55,4,-8.31354383,46.95107887,0.692124836
282,56,4,-420.1920731999999,396.3720642,0.934537524
283,57,4,-23.98401416,62.31979072,0.66186139
284,58,4,-39.20376090000002,102.05179609999999,0.599680266
285,59,4,-26.556469449999994,67.19295463,0.651114409
286,60,4,-80.67432618,97.99081012,0.647387319
287,61,4,-28.306673899999993,137.6831842,0.560267572
288,62,4,-18.500041210000006,56.08057966,0.666872734
289,63,4,-22.943110649999994,87.27512445,0.619690753
290,64,4,-20.10046158,59.78843598,0.684970765
291,65,4,-26.322058580000004,81.89949532,0.639657677
292,66,4,-6.170159499999983,178.7610441,0.529648739
293,67,4,0.8254478000000063,146.33444730000002,0.539607456
294,68,4,7.116431200000022,165.8966258,0.518317789
295,69,4,11.642965800000013,211.2173098,0.482710456
296,70,4,-24.565094300000013,100.1594231,0.615796705
297,71,4,21.06969529999995,237.18724249999997,0.46893455799999995
298,72,4,-19.807103620000007,63.03727882,0.667057059
299,73,4,-7.012656199999995,114.3523894,0.589426407
300,74,4,-13.89635268,49.38744036,0.688809529
301,75,4,-7.079029599999998,89.45309943,0.630342372
302,76,4,-1825.813743,1131.651192,1.3814144519999998
303,77,4,-205.68703649999998,265.8620082,0.652391654
304,2,5,-114.24147369999997,263.4563685,0.539840718
305,3,5,-438.2975992,484.46053319999993,0.594718151
306,4,5,-242.20131760000004,217.07763419999998,0.664471033
307,5,5,-313.48902699999996,210.2891125,0.65099816
308,6,5,-1598.638989,1227.653449,0.520942535
309,7,5,-1266.7559100999997,834.5358139,0.438726066
310,8,5,-4586.015272000001,2275.046677,0.431955178
311,9,5,-26.860153549999993,67.22852014,0.680451081
312,10,5,-61.35522420000001,111.81965579999999,0.6688756060000001
313,11,5,-50.975165099999984,107.5238925,0.660492788
314,12,5,-35.96181524000001,74.13456656,0.6785777009999999
315,13,5,-44.22188951,92.09052379,0.6559350970000001
316,14,5,-104.27563790000002,201.1586576,0.6064445279999999
317,15,5,-102.62929650000007,214.07515159999997,0.606194541
318,16,5,-197.52140760000006,247.542516,0.603188037
319,17,5,-45.094202399999986,115.0973365,0.648518952
320,18,5,-18.59895847,76.55443131,0.659197603
321,19,5,-84.70712999999995,256.4102954,0.530092253
322,20,5,-39.43932269999999,108.47469029999999,0.631724363
323,21,5,-216.8090517,239.1868022,0.608256426
324,22,5,-855.153821,583.0979940000001,0.54454319
325,23,5,-64.03094769999996,316.0922158,0.48856411899999996
326,24,5,-1417.3633782000002,972.3370448,0.446982651
327,25,5,42.08871190000002,624.0478509,0.337110343
328,26,5,13.2756957,169.5204708,0.55227915
329,27,5,-19.55775250000002,193.18557959999998,0.5363314379999999
330,28,5,-2246.9066929999994,1277.281798,0.40327326
331,29,5,-10.728252399999974,319.72718510000004,0.445256945
332,30,5,-80.52609750000002,221.208827,0.5448445679999999
333,31,5,-250.88867649999997,258.3481387,0.551517104
334,32,5,-2821.255757,1135.067492,0.52236758
335,33,5,-628.5477218999999,315.0653382,0.573685463
336,34,5,-119.74972657000002,93.78396423,0.651753359
337,35,5,-85.72482209999998,210.9253691,0.544758256
338,36,5,-16.86253991000001,83.99615209,0.642794296
339,37,5,-14.79693159,66.56856958,0.670166506
340,38,5,-53.075507800000054,226.100296,0.526435778
341,39,5,-81.44289260000002,152.1556319,0.600934407
342,40,5,-8.845592699999997,149.4805385,0.570603829
343,41,5,-367.0463979,309.0741626,0.557859369
344,42,5,-45.61680880000003,235.88230589999998,0.530189964
345,43,5,23.49639769999999,460.60007029999997,0.417558683
346,44,5,0.13627120000006698,299.11411150000004,0.468099438
347,45,5,-12.025564110000005,88.45025349,0.637182177
348,46,5,7.550555899999978,183.18351289999998,0.563753295
349,47,5,-10.138158769999997,63.21670977,0.665612558
350,48,5,-16.61031154999999,92.58257365,0.639719587
351,49,5,-5.828029800000024,270.8500542,0.495509005
352,50,5,-8.799099720000001,92.54395398,0.636872139
353,51,5,-9.477552799999984,106.335144,0.62215186
354,52,5,-16.010478930000005,64.20195915,0.675415277
355,53,5,13.241871000000003,175.46661269999998,0.562327616
356,54,5,-1.9356706599999995,89.12918365,0.641629499
357,55,5,-12.61256641,64.93515805,0.6781516809999999
358,56,5,-597.6108992999999,548.1978957,0.915670352
359,57,5,-34.91145192000002,86.19068098,0.648499217
360,58,5,-57.06925380000001,141.1415812,0.5875734539999999
361,59,5,-38.619425250000006,92.93045515,0.637969204
362,60,5,-115.17915090000002,135.5250805,0.634317359
363,61,5,-42.49701890000003,190.421169,0.548956454
364,62,5,-27.090464150000003,77.56161075,0.6534093879999999
365,63,5,-33.954164300000016,120.7048727,0.6071799529999999
366,64,5,-29.410968350000005,82.68971945,0.671142041
367,65,5,-38.58710960000002,113.2701697,0.626743769
368,66,5,-12.263385099999994,247.2334381,0.5189557770000001
369,67,5,-1.793096200000008,202.3862006,0.52871344
370,68,5,6.639914900000036,229.44145010000003,0.507853586
371,69,5,12.077523799999994,292.121709,0.472965121
372,70,5,-36.49000270000002,138.5243561,0.603364521
373,71,5,24.78140080000003,328.0391303,0.45946734200000006
374,72,5,-29.064851140000002,87.18299476,0.653589991
375,73,5,-12.146545800000013,158.1537775,0.577526607
376,74,5,-20.495542959999995,68.30474022,0.674903305
377,75,5,-11.737496000000007,123.71709640000002,0.617616528
378,76,5,-2584.819148,1565.117369,1.35352538
379,77,5,-293.98364240000006,367.69744039999995,0.639220663
380,2,6,-149.29310729999992,416.92488910000003,0.507288049
381,3,6,-616.6656538999998,766.6683301,0.558856345
382,4,6,-344.9890195000001,343.5296292,0.6244030939999999
383,5,6,-452.42462709999995,332.7866599,0.611742641
384,6,6,-2294.1927640000004,1942.785749,0.48952943600000004
385,7,6,-1829.439165,1320.669353,0.412270662
386,8,6,-6685.314571000001,3600.306149,0.405908062
387,9,6,-34.660654600000015,106.3904565,0.639419536
388,10,6,-82.6547735,176.9568065,0.628542068
389,11,6,-67.45194440000003,170.15867649999998,0.620664738
390,12,6,-47.7293284,117.31941090000002,0.6376591220000001
391,13,6,-58.61490029999999,145.7350666,0.616381879
392,14,6,-139.54804289999993,318.3375353,0.569875616
393,15,6,-136.00285559999998,338.7781414,0.5696407029999999
394,16,6,-275.4675755999999,391.7409043,0.566815493
395,17,6,-58.00406910000004,182.14380069999999,0.609412931
396,18,6,-21.49836399999998,121.14889450000001,0.6194476529999999
397,19,6,-105.60487290000003,405.7743397,0.498127421
398,20,6,-50.07893520000002,171.66333269999998,0.593631064
399,21,6,-305.07903699999997,378.5178227,0.571578255
400,22,6,-1233.3617435999997,922.7640534,0.51170696
401,23,6,-69.63171369999992,500.2221536,0.459103456
402,24,6,-2043.728008,1538.7425130000001,0.42002937100000004
403,25,6,115.13586539999983,987.568008,0.316782418
404,26,6,34.0383224,268.2694819,0.5189764379999999
405,27,6,-13.20983339999998,305.7199825,0.503990381
406,28,6,-3261.891522,2021.323588,0.37895567799999996
407,29,6,10.579052499999989,505.9745641,0.41840772600000004
408,30,6,-102.27241879999997,350.0673231,0.511990164
409,31,6,-354.57094300000006,408.84101499999997,0.518260344
410,32,6,-4134.774444000001,1796.26665,0.49086855100000004
411,33,6,-916.0011233999999,498.59709960000004,0.539091939
412,34,6,-171.6996965,148.4149695,0.612452302
413,35,6,-110.92351929999995,333.7935486,0.511909057
414,36,6,-18.274681500000014,132.92556409999997,0.604033474
415,37,6,-16.631355500000012,105.3460717,0.629755126
416,38,6,-60.71252820000001,357.8081691,0.494691434
417,39,6,-109.40516850000006,240.78928259999998,0.564697758
418,40,6,-0.7954873000000191,236.5558946,0.53619613
419,41,6,-524.4763656999999,489.1159463,0.524220166
420,42,6,-48.715249099999994,373.2883922,0.49821924100000003
421,43,6,73.63364550000006,728.9086779,0.392379683
422,44,6,25.147453900000016,473.3539693,0.439872805
423,45,6,-10.652000100000038,139.97426719999999,0.5987597689999999
424,46,6,26.59495899999996,289.89151489999995,0.529758685
425,47,6,-9.926763500000007,100.04168759999999,0.625475784
426,48,6,-17.18053580000003,146.5137452,0.601144172
427,49,6,13.849250599999948,428.6255424,0.465629561
428,50,6,-5.473737699999987,146.4526289,0.598468427
429,51,6,-5.3407775000000015,168.2774586,0.5846357879999999
430,52,6,-18.647972199999998,101.6008641,0.634687394
431,53,6,34.48346440000003,277.6793685,0.528418976
432,54,6,4.530673500000006,141.0486876,0.602938915
433,55,6,-13.492919499999985,102.7611658,0.637258791
434,56,6,-850.1818631,867.5339608999999,0.8604549659999999
435,57,6,-45.14933669999999,136.3984493,0.609394385
436,58,6,-73.78438940000004,223.3593306,0.5521424770000001
437,59,6,-50.1460385,147.0642746,0.599499338
438,60,6,-161.36701420000003,214.47110759999998,0.5960677010000001
439,61,6,-47.8292902,301.3452483,0.515854102
440,62,6,-34.14424229999999,122.74277579999999,0.614008471
441,63,6,-40.83609559999999,191.0178371,0.5705666939999999
442,64,6,-37.195344999999975,130.8581087,0.630671836
443,65,6,-48.401461599999976,179.2522733,0.588950802
444,66,6,2.232426499999974,391.25178239999997,0.48766248100000004
445,67,6,14.18892870000002,320.2801462,0.496831752
446,68,6,29.087245800000005,363.09561119999995,0.47722975700000003
447,69,6,42.465841100000034,462.2883547,0.444445085
448,70,6,-43.151676700000024,219.21752039999998,0.566981335
449,71,6,64.50575709999993,519.1283808999999,0.431761228
450,72,6,-36.301775599999985,137.9688054,0.6141781829999999
